Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,116010.62863851727,2025-10-15,0.8619899846555826,0.0,2025-10-28,0.8581270734961699,0.0,448.1387519782147,0.004481387519782147,Short,Open,0
